repetition,asset_id,asset_role,criticality,capacity_loss_percent,throughput,severity,assignment_seed,assignment_design,source_cmapss_unit_id,source_true_endpoint_rul_diagnostic_only,surrogate_rul_input,surrogate_rul_quantile,noise_seed,sampled_cmapss_prediction_error,perturbed_surrogate_rul_input,rul_urgency,combined_consequence,priority_score,priority_rank,rul_only_score,rul_only_rank,criticality_only_score,criticality_only_rank
229,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100270,1.2870920393001528,96.1011886423729,0.23119049086101673,0.5333333333333333,12.330159512587558,4,23.119049086101672,4,60.0,4
230,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100271,-20.326154617318355,11.990150511817351,0.9040787959054613,0.6666666666666667,60.27191972703076,1,90.40787959054613,2,80.0,2
230,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100271,38.970363476392755,160.7866624474188,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
230,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100271,50.754190546146425,223.73867766816397,0.0,0.8,0.0,4,0.0,4,80.0,2
230,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100271,-90.33387137595238,0.0,1.0,0.4,40.0,2,100.0,1,40.0,5
230,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100271,6.965163271188293,101.77925987426104,0.1857659210059116,0.5333333333333333,9.907515786981952,3,18.57659210059116,3,60.0,4
231,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100272,38.08115357212511,70.39745870126082,0.4368203303899134,0.6666666666666667,29.121355359327566,1,43.68203303899134,3,80.0,2
231,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100272,30.47158750765391,152.28788647867995,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
231,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100272,-33.52659503673704,139.45789208528052,0.0,0.8,0.0,4,0.0,4,80.0,2
231,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100272,5.086575731500839,52.636846693287744,0.578905226453698,0.4,23.156209058147923,3,57.8905226453698,1,40.0,5
231,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100272,-36.365657085818775,58.44843951725398,0.5324124838619682,0.5333333333333333,28.3953324726383,2,53.241248386196816,2,60.0,4
232,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100273,30.237797330078042,62.55410245921375,0.49956718032629,0.6666666666666667,33.30447868841934,2,49.956718032629,2,80.0,2
232,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100273,53.430963659365624,175.24726263039167,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
232,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100273,-114.90070220595769,58.08378491605987,0.5353297206715211,0.8,42.82637765372169,1,53.53297206715211,1,80.0,2
232,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100273,33.035289009680106,80.585559971467,0.35531552022826396,0.4,14.21262080913056,3,35.531552022826396,3,40.0,5
232,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100273,8.974982234168326,103.78907883724108,0.1696873693020714,0.5333333333333333,9.049993029443808,4,16.96873693020714,4,60.0,4
233,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100274,-37.868527128074724,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
233,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100274,-3.1654002652059665,118.65089870582008,0.0507928103534393,0.9333333333333333,4.7406622996543355,4,5.07928103534393,4,100.0,1
233,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100274,-1.749169134347528,171.23531798767002,0.0,0.8,0.0,5,0.0,5,80.0,2
233,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100274,16.69262418439556,64.24289514618246,0.4860568388305403,0.4,19.44227355322161,3,48.60568388305403,2,40.0,5
233,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100274,-22.946963873822693,71.86713272925006,0.4250629381659995,0.5333333333333333,22.670023368853307,2,42.50629381659995,3,60.0,4
234,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100275,-22.97469327553129,9.341611853604416,0.9252671051711647,0.6666666666666667,61.68447367807765,1,92.52671051711647,2,80.0,2
234,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100275,30.525584328824497,152.34188329985054,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
234,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100275,-108.47385096165623,64.51063616036133,0.48391491071710935,0.8,38.71319285736875,4,48.39149107171094,4,80.0,2
234,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100275,-141.09758470616057,0.0,1.0,0.4,40.0,3,100.0,1,40.0,5
234,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100275,-69.604028378075,25.210068224997755,0.7983194542000179,0.5333333333333333,42.577037557334286,2,79.83194542000179,3,60.0,4
235,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100276,9.185343592083715,41.501648721219425,0.6679868102302446,0.6666666666666667,44.53245401534965,1,66.79868102302447,2,80.0,2
235,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100276,46.87226112176146,168.6885600927875,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
235,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100276,16.55742284766575,189.5419099696833,0.0,0.8,0.0,4,0.0,4,80.0,2
235,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100276,-38.79404045366683,8.756230508120076,0.9299501559350394,0.4,37.19800623740158,2,92.99501559350394,1,40.0,5
235,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100276,-4.171720526755336,90.64237607631742,0.27486099138946063,0.5333333333333333,14.659252874104567,3,27.486099138946063,3,60.0,4
236,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100277,-1.7947549099479287,30.521550219187777,0.7558275982464978,0.6666666666666667,50.388506549766525,1,75.58275982464978,2,80.0,2
236,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100277,35.869665658978626,157.68596463000466,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
236,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100277,44.66810246916874,217.65258959118628,0.0,0.8,0.0,4,0.0,4,80.0,2
236,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100277,-58.992068816641286,0.0,1.0,0.4,40.0,2,100.0,1,40.0,5
236,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100277,4.541140836036402,99.35523743910916,0.20515810048712668,0.5333333333333333,10.941765359313424,3,20.51581004871267,3,60.0,4
237,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100278,-10.631313179754184,21.684991949381523,0.8265200644049479,0.6666666666666667,55.10133762699653,1,82.65200644049479,1,80.0,2
237,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100278,-11.773319430176766,110.04297954084927,0.11965616367320586,0.9333333333333333,11.167908609499213,4,11.965616367320585,4,100.0,1
237,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100278,5.501556030081782,178.48604315209934,0.0,0.8,0.0,5,0.0,5,80.0,2
237,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100278,21.357045211331656,68.90731617311856,0.44874147061505154,0.4,17.949658824602064,2,44.874147061505155,2,40.0,5
237,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100278,-4.056458087856599,90.75763851521616,0.2739388918782707,0.5333333333333333,14.61007423350777,3,27.39388918782707,3,60.0,4
238,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100279,-9.529142616284851,22.787162512850855,0.8177026998971931,0.6666666666666667,54.51351332647955,1,81.77026998971931,1,80.0,2
238,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100279,32.21596785345951,154.03226682448556,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
238,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100279,-37.710745705585644,135.2737414164319,0.0,0.8,0.0,4,0.0,4,80.0,2
238,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100279,10.616009669713113,58.16628063150002,0.5346697549479998,0.4,21.386790197919993,2,53.46697549479998,2,40.0,5
238,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100279,-14.786458066285402,80.02763853678735,0.3597788917057012,0.5333333333333333,19.188207557637398,3,35.97788917057012,3,60.0,4
239,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100280,-12.794215184885775,19.52208994424993,0.8438232804460005,0.6666666666666667,56.25488536306671,1,84.38232804460006,1,80.0,2
239,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100280,52.60012928284787,174.4164282538739,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
239,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100280,-30.067111922157782,142.91737519985978,0.0,0.8,0.0,4,0.0,4,80.0,2
239,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100280,-15.91137061434824,31.638900347438668,0.7468887972204907,0.4,29.875551888819633,2,74.68887972204908,2,40.0,5
239,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100280,13.924589697837082,108.73868630090983,0.13009050959272128,0.5333333333333333,6.938160511611802,3,13.009050959272129,3,60.0,4
240,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100281,-129.4636399632486,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
240,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100281,-71.66466982355033,50.15162914747572,0.5987869668201943,0.9333333333333333,55.886783569884805,2,59.87869668201943,2,100.0,1
240,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100281,-7.256076752259864,165.72841036975768,0.0,0.8,0.0,5,0.0,5,80.0,2
240,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100281,2.954050927468562,50.50432188925547,0.5959654248859563,0.4,23.838616995438255,3,59.59654248859563,3,40.0,5
240,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100281,4.328885779330382,99.14298238240313,0.20685614094077498,0.5333333333333333,11.032327516841331,4,20.685614094077497,4,60.0,4
241,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100282,73.73812165280151,106.05442678193722,0.15156458574450216,0.6666666666666667,10.104305716300145,3,15.156458574450216,3,80.0,2
241,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100282,1.4807570314398513,123.2970560024659,0.013623551980272874,0.9333333333333333,1.2715315181588016,4,1.3623551980272874,4,100.0,1
241,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100282,-9.278314871125044,163.7061722508925,0.0,0.8,0.0,5,0.0,5,80.0,2
241,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100282,-11.210319843264127,36.33995111852278,0.7092803910518177,0.4,28.37121564207271,1,70.92803910518177,1,40.0,5
241,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100282,-1.654279258549269,93.15981734452349,0.2547214612438121,0.5333333333333333,13.58514459966998,2,25.47214612438121,2,60.0,4
242,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100283,-73.54980242722078,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
242,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100283,14.191176287043358,136.0074752580694,0.0,0.9333333333333333,0.0,5,0.0,5,100.0,1
242,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100283,-73.61680928889857,99.36767783311899,0.20505857733504806,0.8,16.404686186803847,3,20.505857733504808,4,80.0,2
242,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100283,48.958228688296224,96.50849965008314,0.2279320027993349,0.4,9.117280111973397,4,22.79320027993349,3,40.0,5
242,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100283,-10.305484690659892,84.50861191241286,0.3239311047006971,0.5333333333333333,17.276325584037178,2,32.39311047006971,2,60.0,4
243,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100284,-16.668486879794738,15.647818249340968,0.8748174540052722,0.6666666666666667,58.32116360035148,1,87.48174540052722,1,80.0,2
243,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100284,-29.512197775762996,92.30410119526304,0.26156719043789567,0.9333333333333333,24.4129377742036,2,26.15671904378957,3,100.0,1
243,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100284,46.79194763978217,219.77643476179972,0.0,0.8,0.0,4,0.0,4,80.0,2
243,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100284,24.140332953551795,71.6906039153387,0.4264751686772904,0.4,17.059006747091615,3,42.64751686772904,2,40.0,5
243,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100284,65.58345218264846,160.3975487857212,0.0,0.5333333333333333,0.0,4,0.0,4,60.0,4
244,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100285,8.52882649285809,40.8451316219938,0.6732389470240496,0.6666666666666667,44.88259646826997,1,67.32389470240496,2,80.0,2
244,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100285,30.530963951292595,152.34726292231863,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
244,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100285,53.45497968658727,226.43946680860483,0.0,0.8,0.0,4,0.0,4,80.0,2
244,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100285,-105.056320065026,0.0,1.0,0.4,40.0,2,100.0,1,40.0,5
244,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100285,8.197197509206152,103.0112941122789,0.17590964710176882,0.5333333333333333,9.38184784542767,3,17.59096471017688,3,60.0,4
245,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100286,2.2187637516932286,34.53506888082894,0.7237194489533685,0.6666666666666667,48.24796326355791,1,72.37194489533685,2,80.0,2
245,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100286,6.913145949764631,128.72944492079068,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
245,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100286,-11.28258525395719,161.70190186806036,0.0,0.8,0.0,4,0.0,4,80.0,2
245,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100286,-52.505326983448136,0.0,1.0,0.4,40.0,2,100.0,1,40.0,5
245,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100286,18.60292067688228,113.41701727995503,0.09266386176035979,0.5333333333333333,4.942072627219189,3,9.26638617603598,3,60.0,4
246,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100287,-4.691735614072694,27.624569515063012,0.7790034438794959,0.6666666666666667,51.93356292529973,1,77.90034438794959,1,80.0,2
246,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100287,27.06638741416332,148.88268638518937,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
246,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100287,8.781108472360248,181.7655955943778,0.0,0.8,0.0,4,0.0,4,80.0,2
246,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100287,0.45559115707763886,48.00586211886455,0.6159531030490837,0.4,24.638124121963347,3,61.59531030490837,2,40.0,5
246,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100287,-30.651360999090397,64.16273560398236,0.4866981151681412,0.5333333333333333,25.957232808967532,2,48.66981151681412,3,60.0,4
247,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100288,2.7192048868611467,35.035510015996856,0.7197159198720251,0.6666666666666667,47.98106132480168,1,71.97159198720252,2,80.0,2
247,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100288,53.61942178953064,175.43572076055668,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
247,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100288,36.27120495119218,209.25569207320973,0.0,0.8,0.0,4,0.0,4,80.0,2
247,A4,AGV/shuttle drive unit,2,15,2,2,42,quintile_stratified,64,28,47.55027096178691,Q2_20_40pct,100288,-61.69556370770652,0.0,1.0,0.4,40.0,2,100.0,1,40.0,5
247,A5,Packing-station roller motor,3,35,3,2,42,quintile_stratified,74,126,94.81409660307276,Q3_40_60pct,100288,-19.12487823242949,75.68921837064326,0.39448625303485396,0.5333333333333333,21.03926682852554,3,39.44862530348539,3,60.0,4
248,A1,Inbound conveyor motor,4,40,3,3,42,quintile_stratified,24,20,32.316305129135706,Q1_shortest_0_20pct,100289,-158.01517753535242,0.0,1.0,0.6666666666666667,66.66666666666667,1,100.0,1,80.0,2
248,A2,Sortation conveyor drive,5,80,5,4,42,quintile_stratified,47,135,121.81629897102604,Q4_60_80pct,100289,12.927093181925134,134.74339215295117,0.0,0.9333333333333333,0.0,4,0.0,4,100.0,1
248,A3,Vertical lift motor,4,55,4,4,42,quintile_stratified,39,142,172.98448712201755,Q5_longest_80_100pct,100289,7.76417396770993,180.74866108972748,0.0,0.8,0.0,4,0.0,4,80.0,2
